NOC,Year,Athletes_Count,Gold_Medcipline,Sport,Code,Sports Governing Body,Events_Count
AFG,1936,3,0,0,0,0,Athletics,Athletics,https://www.rals,Silver_Medals,Bronze_Medals,Total_Medals,Diseuters.com/graphics/OLYMPICS-2024/EXPLAINER/byprqrwmqve/explainers/,29.0
AHO,2000,1,0,0,0,0,Shooting,Shooting,SHO,ISSF,17.0
AHO,2000,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
AHO,2000,1,0,0,0,0,Triathlon,Triathlon,TRI,World Triathlon,2.0
AHO,2004,2,0,0,0,0,Athletics,Athletics,ATH,World Athletics,46.0
AHO,2004,1,0,0,0,0,Dressage,Equestrian,EDR,FEI,2.0
AHO,2008,2,0,0,0,0,Athletics,Athletics,ATH,World Athletics,47.0
AHO,2008,1,0,0,0,0,Shooting,Shooting,SHO,ISSF,15.0
AHO,2008,1,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
AIN,2024,6,0,0,0,0,Canoeing,,,,
AIN,2024,7,0,0,0,0,Road,Cycling,CRD,UCI,4.0
AIN,2024,2,0,1,0,1,Rowing,Rowing,ROW,World Rowing,14.0
AIN,2024,2,0,0,0,0,Shooting,Shooting,SHO,ISSF,15.0
AIN,2024,7,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,35.0
AIN,2024,1,0,0,0,0,Taekwondo,Taekwondo,TKW,World Taekwondo,8.0
AIN,2024,14,0,2,0,2,Tennis,Tennis,TEN,ITF,5.0
AIN,2024,3,1,1,0,2,Trampoline,Gymnastics,GTR,FIG,2.0
AIN,2024,2,0,0,1,1,Weightlifting,Weightlifting,WLF,IWF,10.0
AIN,2024,2,0,0,0,0,Greco-Roman,Wrestling,WRG,UWW,6.0
ALB,1972,4,0,0,0,0,Shooting,Shooting,SHO,ISSF,8.0
ALB,1972,1,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,9.0
ALB,1992,1,0,0,0,0,Athletics,Athletics,ATH,World Athletics,43.0
ALB,1992,2,0,0,0,0,Shooting,Shooting,SHO,ISSF,13.0
ALB,1992,3,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,31.0
ALB,1992,3,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,10.0
ALB,1996,2,0,0,0,0,Athletics,Athletics,ATH,World Athletics,44.0
ALB,1996,1,0,0,0,0,Cycling,,,,
ALB,1996,4,0,0,0,0,Shooting,Shooting,SHO,ISSF,15.0
ALB,1996,1,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,10.0
ALB,1996,1,0,0,0,0,Greco-Roman,Wrestling,WRG,UWW,10.0
ALB,2000,2,0,0,0,0,Athletics,Athletics,ATH,World Athletics,46.0
ALB,2000,2,0,0,0,0,Shooting,Shooting,SHO,ISSF,17.0
ALB,2000,1,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,15.0
ALB,2004,2,0,0,0,0,Athletics,Athletics,ATH,World Athletics,46.0
ALB,2004,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
ALB,2004,2,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,15.0
ALB,2004,1,0,0,0,0,Greco-Roman,Wrestling,WRG,UWW,7.0
ALB,2008,2,0,0,0,0,Athletics,Athletics,ATH,World Athletics,47.0
ALB,2008,1,0,0,0,0,Judo,Judo,JUD,IJF,14.0
ALB,2008,2,0,0,0,0,Shooting,Shooting,SHO,ISSF,15.0
ALB,2008,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
ALB,2008,3,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,15.0
ALB,2008,2,0,0,0,0,Greco-Roman,Wrestling,WRG,UWW,7.0
ALB,2012,1,0,0,0,0,Athletics,Athletics,ATH,World Athletics,47.0
ALB,2012,1,0,0,0,0,Judo,Judo,JUD,IJF,14.0
ALB,2012,2,0,0,0,0,Shooting,Shooting,SHO,ISSF,15.0
ALB,2012,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
ALB,2012,4,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,15.0
ALB,2016,2,0,0,0,0,Athletics,Athletics,ATH,World Athletics,47.0
ALB,2016,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
ALB,2016,2,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,15.0
ALB,2020,1,0,0,0,0,Artistic,Gymnastics,GAR,FIG,14.0
ALB,2020,2,0,0,0,0,Athletics,Athletics,ATH,World Athletics,48.0
ALB,2020,1,0,0,0,0,Judo,Judo,JUD,IJF,15.0
ALB,2020,2,0,0,0,0,Shooting,Shooting,SHO,ISSF,15.0
ALB,2020,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,35.0
ALB,2020,2,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,14.0
ALB,2024,2,0,0,0,0,Athletics,Athletics,ATH,World Athletics,48.0
ALB,2024,2,0,0,0,0,Shooting,Shooting,SHO,ISSF,15.0
ALB,2024,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,35.0
ALB,2024,3,0,0,2,2,Greco-Roman,Wrestling,WRG,UWW,6.0
ALG,1964,7,0,0,0,0,Rhythmic,,,,
ALG,1968,2,0,0,0,0,Boxing,Boxing,BOX,No body recognised AIBA/IBA[s2],11.0
ALG,1968,7,0,0,0,0,Rhythmic,,,,
ALG,1972,6,0,0,0,0,Athletics,Athletics,ATH,World Athletics,38.0
ALG,1972,1,0,0,0,0,Boxing,Boxing,BOX,No body recognised AIBA/IBA[s2],11.0
ALG,1980,13,0,0,0,0,Athletics,Athletics,ATH,World Athletics,38.0
ALG,1980,2,0,0,0,0,Boxing,Boxing,BOX,No body recognised AIBA/IBA[s2],11.0
ALG,1980,1,0,0,0,0,Fencing,Fencing,FEN,FIE,8.0
ALG,1980,14,0,0,0,0,Football,Football,FBL,FIFA,1.0
ALG,1980,14,0,0,0,0,Handball,,,,
ALG,1980,3,0,0,0,0,Judo,Judo,JUD,IJF,8.0
ALG,1980,10,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,26.0
ALG,1980,3,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,10.0
ALG,1980,3,0,0,0,0,Greco-Roman,Wrestling,WRG,UWW,10.0
ALG,1984,9,0,0,0,0,Athletics,Athletics,ATH,World Athletics,41.0
ALG,1984,7,0,0,2,2,Boxing,Boxing,BOX,No body recognised AIBA/IBA[s2],12.0
ALG,1984,15,0,0,0,0,Handball,,,,
ALG,1984,2,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,10.0
ALG,1988,15,0,0,0,0,Athletics,Athletics,ATH,World Athletics,42.0
ALG,1988,6,0,0,0,0,Boxing,Boxing,BOX,No body recognised AIBA/IBA[s2],12.0
ALG,1988,2,0,0,0,0,Cycling,,,,
ALG,1988,14,0,0,0,0,Handball,,,,
ALG,1988,5,0,0,0,0,Judo,Judo,JUD,IJF,7.0
ALG,1988,1,0,0,0,0,Tennis,Tennis,TEN,ITF,4.0
ALG,1988,2,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,10.0
ALG,1992,9,1,0,0,1,Athletics,Athletics,ATH,World Athletics,43.0
ALG,1992,8,0,0,1,1,Boxing,Boxing,BOX,No body recognised AIBA/IBA[s2],12.0
ALG,1992,3,0,0,0,0,Judo,Judo,JUD,IJF,14.0
ALG,1992,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,31.0
ALG,1992,10,0,0,0,0,Volleyball,,,,
ALG,1992,2,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,10.0
ALG,1992,2,0,0,0,0,Greco-Roman,Wrestling,WRG,UWW,10.0
ALG,1996,8,1,0,0,1,Athletics,Athletics,ATH,World Athletics,44.0
ALG,1996,6,1,0,1,2,Boxing,Boxing,BOX,No body recognised AIBA/IBA[s2],12.0
ALG,1996,2,0,0,0,0,Fencing,Fencing,FEN,FIE,10.0
ALG,1996,16,0,0,0,0,Handball,,,,
ALG,1996,6,0,0,0,0,Judo,Judo,JUD,IJF,14.0
ALG,1996,1,0,0,0,0,Rowing,Rowing,ROW,World Rowing,14.0
ALG,1996,3,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
ALG,1996,3,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,10.0
ALG,1996,2,0,0,0,0,Greco-Roman,Wrestling,WRG,UWW,10.0
ALG,2000,23,1,1,2,4,Athletics,Athletics,ATH,World Athletics,46.0
ALG,2000,7,0,0,1,1,Boxing,Boxing,BOX,No body recognised AIBA/IBA[s2],12.0
ALG,2000,2,0,0,0,0,Fencing,Fencing,FEN,FIE,10.0
ALG,2000,7,0,0,0,0,Judo,Judo,JUD,IJF,14.0
ALG,2000,2,0,0,0,0,Rowing,Rowing,ROW,World Rowing,14.0
ALG,2000,4,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
ALG,2000,2,0,0,0,0,Table Tennis,Table Tennis,TTE,ITTF,4.0
ALG,2000,1,0,0,0,0,Trampoline,Gymnastics,GTR,FIG,2.0
ALG,2000,1,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,15.0
ALG,2000,2,0,0,0,0,Greco-Roman,Wrestling,WRG,UWW,8.0
ALG,2004,21,0,0,0,0,Athletics,Athletics,ATH,World Athletics,46.0
ALG,2004,7,0,0,0,0,Boxing,Boxing,BOX,No body recognised AIBA/IBA[s2],11.0
ALG,2004,10,0,0,0,0,Fencing,Fencing,FEN,FIE,10.0
ALG,2004,11,0,0,0,0,Judo,Judo,JUD,IJF,14.0
ALG,2004,1,0,0,0,0,Rowing,Rowing,ROW,World Rowing,14.0
ALG,2004,10,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
ALG,2004,7,0,0,0,0,Table Tennis,Table Tennis,TTE,ITTF,4.0
ALG,2004,1,0,0,0,0,Tennis,Tennis,TEN,ITF,4.0
ALG,2004,2,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,15.0
ALG,2004,1,0,0,0,0,Greco-Roman,Wrestling,WRG,UWW,7.0
ALG,2008,12,0,0,0,0,Athletics,Athletics,ATH,World Athletics,47.0
ALG,2008,1,0,0,0,0,Badminton,Badminton,BDM,BWF,5.0
ALG,2008,7,0,0,0,0,Boxing,Boxing,BOX,No body recognised AIBA/IBA[s2],11.0
ALG,2008,1,0,0,0,0,Cycling,,,,
ALG,2008,2,0,0,0,0,Fencing,Fencing,FEN,FIE,10.0
ALG,2008,10,0,1,1,2,Judo,Judo,JUD,IJF,14.0
ALG,2008,3,0,0,0,0,Rowing,Rowing,ROW,World Rowing,14.0
ALG,2008,6,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
ALG,2008,1,0,0,0,0,Table Tennis,Table Tennis,TTE,ITTF,4.0
ALG,2008,10,0,0,0,0,Volleyball,,,,
ALG,2008,1,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,15.0
ALG,2008,3,0,0,0,0,Greco-Roman,Wrestling,WRG,UWW,7.0
ALG,2012,7,1,0,0,1,Athletics,Athletics,ATH,World Athletics,47.0
ALG,2012,8,0,0,0,0,Boxing,Boxing,BOX,No body recognised AIBA/IBA[s2],13.0
ALG,2012,1,0,0,0,0,Cycling,,,,
ALG,2012,2,0,0,0,0,Fencing,Fencing,FEN,FIE,10.0
ALG,2012,2,0,0,0,0,Judo,Judo,JUD,IJF,14.0
ALG,2012,1,0,0,0,0,Rowing,Rowing,ROW,World Rowing,14.0
ALG,2012,1,0,0,0,0,Shooting,Shooting,SHO,ISSF,15.0
ALG,2012,1,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
ALG,2012,1,0,0,0,0,Taekwondo,Taekwondo,TKW,World Taekwondo,8.0
ALG,2012,11,0,0,0,0,Volleyball,,,,
ALG,2012,1,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,15.0
ALG,2012,3,0,0,0,0,Greco-Roman,Wrestling,WRG,UWW,7.0
ALG,2016,16,0,2,0,2,Athletics,Athletics,ATH,World Athletics,47.0
ALG,2016,8,0,0,0,0,Boxing,Boxing,BOX,No body recognised AIBA/IBA[s2],13.0
ALG,2016,2,0,0,0,0,Cycling,,,,
ALG,2016,2,0,0,0,0,Fencing,Fencing,FEN,FIE,10.0
ALG,2016,18,0,0,0,0,Football,Football,FBL,FIFA,2.0
ALG,2016,10,0,0,0,0,Rhythmic,Gymnastics,GRY,FIG,2.0
ALG,2016,5,0,0,0,0,Judo,Judo,JUD,IJF,14.0
ALG,2016,2,0,0,0,0,Rowing,Rowing,ROW,World Rowing,14.0
ALG,2016,3,0,0,0,0,Sailing,Sailing,SAL,World Sailing,10.0
ALG,2016,1,0,0,0,0,Shooting,Shooting,SHO,ISSF,15.0
ALG,2016,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
ALG,2016,2,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,15.0
ALG,2016,3,0,0,0,0,Greco-Roman,Wrestling,WRG,UWW,6.0
ALG,2020,5,0,0,0,0,Athletics,Athletics,ATH,World Athletics,48.0
ALG,2020,8,0,0,0,0,Boxing,Boxing,BOX,No body recognised AIBA/IBA[s2],13.0
ALG,2020,2,0,0,0,0,Canoeing,,,,
ALG,2020,3,0,0,0,0,Road,Cycling,CRD,UCI,4.0
ALG,2020,4,0,0,0,0,Fencing,Fencing,FEN,FIE,12.0
ALG,2020,2,0,0,0,0,Judo,Judo,JUD,IJF,15.0
ALG,2020,1,0,0,0,0,Karate,Karate,KTE,WKF,8.0
ALG,2020,1,0,0,0,0,Marathon Swimming,Aquatics,OWS,World Aquatics,2.0
ALG,2020,2,0,0,0,0,Rowing,Rowing,ROW,World Rowing,14.0
ALG,2020,2,0,0,0,0,Sailing,Sailing,SAL,World Sailing,10.0
ALG,2020,1,0,0,0,0,Shooting,Shooting,SHO,ISSF,15.0
ALG,2020,4,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,35.0
ALG,2020,1,0,0,0,0,Table Tennis,Table Tennis,TTE,ITTF,5.0
ALG,2020,1,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,14.0
ALG,2020,8,0,0,0,0,Greco-Roman,Wrestling,WRG,UWW,6.0
ALG,2024,6,1,0,0,1,Artistic,Gymnastics,GAR,FIG,14.0
ALG,2024,8,0,0,1,1,Athletics,Athletics,ATH,World Athletics,48.0
ALG,2024,2,0,0,0,0,Badminton,Badminton,BDM,BWF,5.0
ALG,2024,5,1,0,0,1,Boxing,Boxing,BOX,No body recognised AIBA/IBA[s2],13.0
ALG,2024,2,0,0,0,0,Canoeing,,,,
ALG,2024,2,0,0,0,0,Road,Cycling,CRD,UCI,4.0
ALG,2024,8,0,0,0,0,Fencing,Fencing,FEN,FIE,12.0
ALG,2024,3,0,0,0,0,Judo,Judo,JUD,IJF,15.0
ALG,2024,2,0,0,0,0,Rowing,Rowing,ROW,World Rowing,14.0
ALG,2024,1,0,0,0,0,Sailing,Sailing,SAL,World Sailing,10.0
ALG,2024,3,0,0,0,0,Shooting,Shooting,SHO,ISSF,15.0
ALG,2024,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,35.0
ALG,2024,2,0,0,0,0,Table Tennis,Table Tennis,TTE,ITTF,5.0
ALG,2024,1,0,0,0,0,Weightlifting,Weightlifting,WLF,IWF,10.0
ALG,2024,8,0,0,0,0,Greco-Roman,Wrestling,WRG,UWW,6.0
AND,1976,1,0,0,0,0,Boxing,Boxing,BOX,No body recognised AIBA/IBA[s2],11.0
AND,1976,2,0,0,0,0,Shooting,Shooting,SHO,ISSF,7.0
AND,1980,2,0,0,0,0,Shooting,Shooting,SHO,ISSF,7.0
AND,1984,2,0,0,0,0,Shooting,Shooting,SHO,ISSF,11.0
AND,1988,2,0,0,0,0,Athletics,Athletics,ATH,World Athletics,42.0
AND,1988,2,0,0,0,0,Cycling,,,,
AND,1992,1,0,0,0,0,Athletics,Athletics,ATH,World Athletics,43.0
AND,1992,3,0,0,0,0,Cycling,,,,
AND,1992,1,0,0,0,0,Judo,Judo,JUD,IJF,14.0
AND,1992,2,0,0,0,0,Sailing,Sailing,SAL,World Sailing,10.0
AND,1992,1,0,0,0,0,Shooting,Shooting,SHO,ISSF,13.0
AND,1996,1,0,0,0,0,Athletics,Athletics,ATH,World Athletics,44.0
AND,1996,1,0,0,0,0,Judo,Judo,JUD,IJF,14.0
AND,1996,3,0,0,0,0,Sailing,Sailing,SAL,World Sailing,10.0
AND,1996,1,0,0,0,0,Shooting,Shooting,SHO,ISSF,15.0
AND,1996,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
AND,2000,2,0,0,0,0,Athletics,Athletics,ATH,World Athletics,46.0
AND,2000,1,0,0,0,0,Shooting,Shooting,SHO,ISSF,17.0
AND,2000,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
AND,2004,2,0,0,0,0,Athletics,Athletics,ATH,World Athletics,46.0
AND,2004,1,0,0,0,0,Judo,Judo,JUD,IJF,14.0
AND,2004,1,0,0,0,0,Shooting,Shooting,SHO,ISSF,17.0
AND,2004,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
AND,2008,2,0,0,0,0,Athletics,Athletics,ATH,World Athletics,47.0
AND,2008,1,0,0,0,0,Canoeing,,,,
AND,2008,1,0,0,0,0,Judo,Judo,JUD,IJF,14.0
AND,2008,1,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
AND,2012,2,0,0,0,0,Athletics,Athletics,ATH,World Athletics,47.0
AND,2012,1,0,0,0,0,Judo,Judo,JUD,IJF,14.0
AND,2012,1,0,0,0,0,Shooting,Shooting,SHO,ISSF,15.0
AND,2012,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
AND,2016,1,0,0,0,0,Athletics,Athletics,ATH,World Athletics,47.0
AND,2016,1,0,0,0,0,Judo,Judo,JUD,IJF,14.0
AND,2016,1,0,0,0,0,Shooting,Shooting,SHO,ISSF,15.0
AND,2016,1,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
AND,2020,1,0,0,0,0,Athletics,Athletics,ATH,World Athletics,48.0
AND,2020,2,0,0,0,0,Canoeing,,,,
AND,2024,1,0,0,0,0,Athletics,Athletics,ATH,World Athletics,48.0
AND,2024,3,0,0,0,0,Canoeing,,,,
ANG,1980,3,0,0,0,0,Athletics,Athletics,ATH,World Athletics,38.0
ANG,1980,3,0,0,0,0,Boxing,Boxing,BOX,No body recognised AIBA/IBA[s2],11.0
ANG,1980,11,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,26.0
ANG,1988,8,0,0,0,0,Athletics,Athletics,ATH,World Athletics,42.0
ANG,1988,3,0,0,0,0,Boxing,Boxing,BOX,No body recognised AIBA/IBA[s2],12.0
ANG,1988,7,0,0,0,0,Judo,Judo,JUD,IJF,7.0
ANG,1988,15,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,31.0
ANG,1992,7,0,0,0,0,Athletics,Athletics,ATH,World Athletics,43.0
ANG,1992,12,0,0,0,0,Basketball,Basketball,BKB,FIBA,2.0
ANG,1992,1,0,0,0,0,Boxing,Boxing,BOX,No body recognised AIBA/IBA[s2],12.0
ANG,1992,4,0,0,0,0,Judo,Judo,JUD,IJF,14.0
ANG,1992,3,0,0,0,0,Sailing,Sailing,SAL,World Sailing,10.0
ANG,1992,6,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,31.0
ANG,1996,3,0,0,0,0,Athletics,Athletics,ATH,World Athletics,44.0
ANG,1996,11,0,0,0,0,Basketball,Basketball,BKB,FIBA,2.0
ANG,1996,13,0,0,0,0,Handball,,,,
ANG,1996,1,0,0,0,0,Shooting,Shooting,SHO,ISSF,15.0
ANG,1996,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
ANG,2000,2,0,0,0,0,Athletics,Athletics,ATH,World Athletics,46.0
ANG,2000,12,0,0,0,0,Basketball,Basketball,BKB,FIBA,2.0
ANG,2000,13,0,0,0,0,Handball,,,,
ANG,2000,1,0,0,0,0,Shooting,Shooting,SHO,ISSF,17.0
ANG,2000,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
ANG,2004,1,0,0,0,0,Athletics,Athletics,ATH,World Athletics,46.0
ANG,2004,12,0,0,0,0,Basketball,Basketball,BKB,FIBA,2.0
ANG,2004,15,0,0,0,0,Handball,,,,
ANG,2004,1,0,0,0,0,Judo,Judo,JUD,IJF,14.0
ANG,2004,1,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
ANG,2008,1,0,0,0,0,Athletics,Athletics,ATH,World Athletics,47.0
ANG,2008,12,0,0,0,0,Basketball,Basketball,BKB,FIBA,2.0
ANG,2008,2,0,0,0,0,Beach,Volleyball,VBV,FIVB,2.0
ANG,2008,2,0,0,0,0,Canoeing,,,,
ANG,2008,14,0,0,0,0,Handball,,,,
ANG,2008,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
ANG,2012,2,0,0,0,0,Athletics,Athletics,ATH,World Athletics,47.0
ANG,2012,12,0,0,0,0,Basketball,Basketball,BKB,FIBA,2.0
ANG,2012,4,0,0,0,0,Canoeing,,,,
ANG,2012,14,0,0,0,0,Handball,,,,
ANG,2012,1,0,0,0,0,Judo,Judo,JUD,IJF,14.0
ANG,2012,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
ANG,2016,2,0,0,0,0,Athletics,Athletics,ATH,World Athletics,47.0
ANG,2016,15,0,0,0,0,Handball,,,,
ANG,2016,1,0,0,0,0,Judo,Judo,JUD,IJF,14.0
ANG,2016,2,0,0,0,0,Rowing,Rowing,ROW,World Rowing,14.0
ANG,2016,3,0,0,0,0,Sailing,Sailing,SAL,World Sailing,10.0
ANG,2016,1,0,0,0,0,Shooting,Shooting,SHO,ISSF,15.0
ANG,2016,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,32.0
ANG,2020,1,0,0,0,0,Athletics,Athletics,ATH,World Athletics,48.0
ANG,2020,14,0,0,0,0,Handball,,,,
ANG,2020,1,0,0,0,0,Judo,Judo,JUD,IJF,15.0
ANG,2020,2,0,0,0,0,Sailing,Sailing,SAL,World Sailing,10.0
ANG,2020,2,0,0,0,0,Swimming,Aquatics,SWM,World Aquatics,35.0
ANG,2024,1,0,0,0,0,Athletics,Athletics,ATH,World Athletics,48.0
